,county,days_not_enough_sleep,education,employment,gender,general_health,geographic_stratum,hours_slept,income,life_satisfaction,state
617,019,288,6,1,2,3,14,8,,2,13
618,019,130,2,8,1,5,14,6,,1,13
619,019,205,5,1,2,2,14,7,,1,13
620,019,188,4,1,2,4,14,7,,1,13
621,019,101,4,2,1,2,14,6,,1,13
622,021,188,6,7,2,2,11,7,,2,13
623,021,115,5,8,2,4,11,8,,2,13
624,021,102,6,1,2,1,11,5,,1,13
625,021,188,5,1,2,2,11,6,,1,13
626,021,105,6,1,2,2,11,9,,2,13
627,021,102,5,7,2,2,11,7,,1,13
628,021,188,4,7,2,4,11,8,,2,13
629,021,102,4,8,2,5,11,8,,2,13
630,021,188,4,1,2,2,11,8,,2,13
631,021,102,5,7,2,3,11,8,,2,13
632,021,188,3,7,1,5,11,10,,2,13
633,021,204,5,1,1,2,11,7,,2,13
634,021,188,6,1,2,1,11,8,,1,13
635,021,103,5,1,2,2,11,6,,2,13
636,021,110,4,1,2,3,11,6,,2,13
637,021,103,4,4,1,5,11,8,,2,13
638,021,188,5,7,1,1,11,7,,1,13
639,021,103,6,1,1,2,11,7,,2,13
640,021,105,4,1,2,3,11,7,,2,13
641,021,114,6,1,2,2,11,6,,1,13
642,021,188,4,2,1,3,11,7,,1,13
643,021,188,5,7,2,3,11,8,,1,13
644,021,102,6,1,2,1,07,9,,1,13
645,021,104,6,1,2,1,11,5,,1,13
646,021,188,4,7,2,3,11,77,,2,13
647,021,110,6,1,1,1,11,7,,1,13
648,021,103,5,7,1,3,11,7,,1,13
649,021,310,4,2,1,3,11,6,,2,13
650,021,110,4,1,2,4,11,8,,2,13
651,021,188,6,7,1,3,11,7,,2,13
652,021,106,6,5,2,4,11,7,,2,13
653,021,130,4,3,2,5,11,4,,3,13
654,021,117,6,1,1,3,11,7,,2,13
655,021,102,5,7,2,3,11,6,,2,13
656,021,177,6,7,2,2,11,7,,1,13
657,021,110,4,1,2,3,11,7,,2,13
658,021,204,6,8,2,4,11,9,,2,13
659,021,202,6,1,1,3,11,7,,2,13
660,021,102,6,1,2,2,11,8,,1,13
661,021,288,6,1,1,3,11,8,,2,13
662,021,110,4,8,2,3,11,8,,2,13
663,021,130,4,5,2,5,11,4,,3,13
664,021,315,6,1,1,3,11,7,,2,13
665,021,188,5,5,2,1,11,8,,1,13
666,021,130,5,8,2,5,11,5,,3,13
667,021,130,4,7,1,5,11,4,,2,13
668,021,130,4,7,2,2,11,6,,2,13
669,021,188,5,7,1,2,11,8,,1,13
670,021,188,6,2,2,2,11,7,,1,13
671,021,107,4,3,2,3,11,6,,2,13
672,021,205,4,1,2,4,11,8,,2,13
673,021,102,3,7,2,3,11,77,,2,13
674,021,103,5,1,2,3,11,8,,1,13
675,021,105,6,7,1,5,11,8,,1,13
676,021,188,6,7,2,2,11,7,,1,13
677,021,204,6,7,1,3,11,7,,2,13
678,021,188,6,1,2,1,11,8,,1,13
679,021,101,6,1,2,1,11,7,,1,13
680,021,188,6,1,1,1,11,8,,1,13
681,021,204,5,3,2,4,11,5,,1,13
682,021,110,5,8,2,4,11,7,,1,13
683,021,188,6,1,2,1,11,7,,1,13
684,021,121,5,1,1,2,11,7,,1,13
685,021,103,5,2,2,2,14,7,,2,13
686,021,107,1,7,2,4,04,8,,1,13
687,021,128,4,7,2,4,11,7,,3,13
688,021,106,4,7,1,3,11,8,,2,13
689,021,105,6,1,1,1,11,7,,1,13
690,021,105,4,7,2,3,11,8,,2,13
691,021,277,4,1,2,3,11,5,,2,13
692,021,106,5,8,1,5,11,5,,4,13
693,021,125,3,3,1,3,11,11,,1,13
694,021,110,5,7,2,3,11,8,,3,13
695,021,102,3,8,2,4,11,7,,2,13
696,021,115,6,7,2,1,11,8,,1,13
697,021,188,4,7,1,3,11,8,,2,13
698,021,188,4,7,2,4,11,5,,1,13
699,021,130,4,7,2,5,11,6,,2,13
700,021,103,6,7,1,5,11,8,,1,13
701,021,130,6,1,2,2,11,6,,1,13
702,021,188,5,1,2,4,11,9,,2,13
703,021,103,4,7,1,4,11,7,,3,13
704,021,188,5,1,2,3,11,7,,2,13
705,021,130,5,7,2,4,11,2,,2,13
706,025,115,6,1,1,3,16,5,,1,13
707,025,188,5,7,2,2,16,8,,1,13
708,025,488,6,1,2,2,17,8,,2,13
709,025,108,6,1,2,2,17,7,,1,13
710,025,188,4,7,1,5,17,9,,2,13
711,025,188,4,5,2,1,17,8,,1,13
712,025,177,4,8,2,5,17,10,,4,13
713,025,107,4,1,2,2,16,6,,2,13
714,025,188,6,1,2,1,17,8,,1,13
715,025,188,5,7,2,3,17,8,,2,13
716,025,188,6,5,2,1,17,8,,1,13
717,025,106,6,7,2,2,08,7,,1,13
718,025,120,4,8,2,4,16,6,,2,13
719,025,188,4,7,1,3,16,7,,2,13
720,027,110,4,1,1,3,14,7,,2,13
721,027,325,4,1,2,4,14,5,,3,13
722,027,105,6,1,2,2,14,7,,1,13
723,027,888,5,1,2,4,14,7,,2,13
724,027,430,5,1,1,3,14,6,,2,13
725,027,288,4,1,2,1,14,8,,1,13
726,027,110,4,1,2,3,14,5,,3,13
727,027,188,6,5,2,1,14,9,,1,13
728,027,288,4,3,2,4,14,8,,2,13
729,027,115,6,7,1,5,14,7,,2,13
730,027,177,4,2,2,3,14,6,,1,13
731,027,188,4,2,2,1,14,9,,1,13
732,027,106,5,1,2,3,14,7,,2,13
733,027,188,6,7,1,3,14,6,,1,13
734,027,129,4,8,1,5,14,5,,2,13
735,027,177,3,7,2,5,14,77,,1,13
736,027,188,5,1,2,3,14,10,,2,13
737,027,202,4,2,2,1,14,7,,1,13
738,029,102,5,1,2,1,16,6,,1,13
739,029,101,6,5,2,2,16,8,,2,13
740,029,188,5,6,2,1,16,8,,2,13
741,029,110,4,7,2,3,16,6,,2,13
742,029,105,6,1,2,1,08,7,,1,13
743,029,488,6,1,2,2,16,8,,2,13
744,029,888,4,1,2,3,16,9,,3,13
745,029,430,4,1,2,2,16,5,,1,13
746,029,105,3,1,2,3,16,7,,1,13
747,029,130,6,1,1,1,16,7,,1,13
748,029,230,3,8,2,5,16,4,,2,13
749,029,188,5,7,1,3,16,7,,2,13
750,029,128,6,1,2,3,16,6,,1,13
751,029,103,5,2,2,1,16,8,,1,13
752,029,188,6,5,2,2,16,8,,1,13
753,029,102,5,4,1,1,11,6,,2,13
754,029,103,5,1,1,4,16,5,,2,13
755,029,101,4,8,1,3,16,7,,1,13
756,029,120,5,2,2,1,16,7,,1,13
757,031,325,6,1,1,3,05,7,,2,13
758,031,188,6,2,1,3,17,7,,2,13
759,031,105,6,5,2,2,17,7,,1,13
760,031,288,5,5,2,1,17,8,,1,13
761,031,188,6,1,1,3,17,10,,2,13
762,031,106,5,1,2,3,17,5,,2,13
763,031,115,4,7,1,4,17,6,,2,13
764,031,188,6,6,2,2,17,9,,1,13
765,031,320,6,1,1,3,17,6,,1,13
766,031,115,6,7,1,1,17,6,,1,13
767,031,215,5,4,2,3,17,6,,1,13
768,031,188,4,7,2,3,17,7,,1,13
769,031,188,6,1,1,1,17,7,,1,13
770,031,188,6,7,1,2,17,8,,1,13
771,031,105,6,1,2,3,17,6,,2,13
772,031,130,5,1,2,4,17,5,,2,13
773,031,203,5,1,1,2,17,5,,2,13
774,031,105,5,1,2,2,17,7,,2,13
775,031,188,6,7,1,2,17,8,,1,13
776,031,110,4,1,1,3,17,6,,2,13
777,031,188,5,7,2,3,17,7,,1,13
778,031,120,5,1,2,3,17,6,,1,13
779,031,104,4,7,1,4,17,6,,1,13
780,031,104,6,7,2,2,17,7,,2,13
781,031,188,6,2,1,2,17,8,,2,13
782,031,188,6,1,1,3,17,7,,2,13
783,031,188,3,2,1,3,17,7,,2,13
784,031,130,6,8,1,3,17,4,,2,13
785,031,110,5,1,2,1,17,7,,2,13
786,031,120,4,1,2,3,17,6,,1,13
787,031,188,6,5,2,1,17,8,,1,13
788,031,188,4,2,1,2,17,7,,1,13
789,031,102,5,1,2,3,17,5,,1,13
790,031,188,2,7,2,2,17,8,,1,13
791,031,130,4,1,1,2,17,5,,1,13
792,031,130,5,1,2,2,17,8,,2,13
793,031,105,4,8,2,3,17,6,,2,13
794,031,288,5,7,2,2,17,8,,1,13
795,031,488,4,3,1,1,17,77,,1,13
796,031,106,5,1,2,2,17,5,,2,13
797,031,130,3,7,1,4,17,4,,2,13
798,031,130,4,1,2,4,17,8,,2,13
799,031,115,6,5,2,2,17,7,,1,13
800,031,107,4,1,2,2,17,6,,2,13
801,031,188,4,1,1,2,17,8,,1,13
802,031,488,4,7,2,1,17,10,,1,13
803,031,120,5,1,2,2,17,7,,1,13
804,031,102,6,7,2,2,17,9,,1,13
805,031,228,6,1,1,2,17,4,,1,13
806,031,110,5,1,2,2,17,6,,2,13
807,031,105,5,1,2,2,17,9,,2,13
808,031,102,5,7,2,1,17,6,,1,13
809,031,488,4,7,1,3,17,9,,2,13
810,033,107,5,1,2,2,12,6,,2,13
811,033,188,2,8,2,3,12,4,,2,13
812,033,188,4,1,2,4,12,9,,1,13
813,033,204,4,1,1,2,12,6,,2,13
814,033,188,6,1,2,1,08,7,,1,13
815,033,177,4,8,2,4,12,6,,3,13
816,033,120,6,1,2,2,12,6,,2,13
817,033,404,5,5,2,2,12,7,,1,13
818,033,188,2,5,2,2,12,6,,1,13
819,033,130,3,8,2,5,12,5,,1,13
820,033,330,4,1,1,3,12,4,,1,13
821,033,188,6,7,2,4,12,9,,1,13
822,033,188,5,1,1,2,12,7,,1,13
823,033,102,6,7,1,3,12,5,,1,13
824,033,102,4,7,1,4,12,6,,2,13
825,035,230,3,8,1,4,09,6,,3,13
826,035,403,4,2,1,3,09,6,,1,13
827,035,177,5,8,1,4,09,7,,2,13
828,035,188,5,1,2,2,09,8,,1,13
829,035,288,4,1,2,2,09,8,,1,13
830,035,330,5,8,2,5,09,5,,2,13
831,035,188,4,7,2,3,09,8,,1,13
832,035,188,5,2,1,3,09,6,,1,13
833,039,105,5,1,1,4,08,8,,2,13
834,039,315,4,2,1,3,16,7,,2,13
835,039,188,4,1,1,3,16,8,,1,13
836,039,188,4,8,1,4,16,8,,2,13
837,039,125,5,1,2,3,16,4,,3,13
838,039,188,2,3,2,2,16,8,,1,13
839,039,188,3,1,1,3,16,8,,2,13
840,039,107,5,5,2,1,16,6,,1,13
841,039,110,6,1,2,1,16,6,,3,13
842,039,105,5,1,2,1,16,6,,2,13
843,039,208,6,7,2,3,16,8,,1,13
844,039,105,5,1,1,3,16,7,,2,13
845,039,988,5,6,2,1,16,7,,1,13
846,039,130,4,7,2,2,16,4,,1,13
847,039,220,3,5,2,3,16,6,,2,13
848,039,202,6,7,1,2,16,7,,1,13
849,039,110,6,1,2,4,16,15,,2,13
850,039,102,5,5,2,2,16,9,,2,13
851,039,115,4,7,2,4,16,7,,2,13
852,039,430,4,7,1,3,16,7,,2,13
853,039,420,5,1,2,1,16,6,,2,13
854,039,188,3,2,1,2,16,7,,1,13
855,039,188,2,5,1,3,16,8,,2,13
856,039,188,6,7,2,2,16,7,,1,13
857,039,225,4,1,2,4,16,6,,2,13
858,039,202,5,1,1,1,16,8,,1,13
859,039,130,5,1,1,1,16,7,,1,13
860,039,188,6,7,2,1,16,7,,1,13
861,039,105,4,3,2,3,16,6,,2,13
862,039,188,4,7,2,4,16,7,,2,13
863,039,188,4,7,2,2,16,7,,2,13
864,039,188,4,7,1,2,16,7,,1,13
865,039,110,4,3,1,4,16,6,,1,13
866,039,188,4,7,1,4,16,8,,2,13
867,039,188,4,8,2,5,16,6,,1,13
868,039,115,6,1,1,3,16,6,,2,13
869,039,188,5,1,1,1,16,8,,1,13
870,039,288,4,2,1,2,16,8,,1,13
871,039,130,5,1,1,1,16,7,,1,13
872,039,188,6,7,1,1,16,4,,1,13
873,045,201,4,5,2,3,09,8,,2,13
874,045,102,6,1,2,2,09,8,,2,13
875,045,105,3,8,2,4,09,8,,1,13
876,045,288,5,7,1,2,09,12,,1,13
877,045,188,6,7,2,1,09,9,,1,13
878,045,109,2,8,2,5,09,9,,2,13
879,045,130,5,1,1,3,09,6,,1,13
880,045,115,6,7,1,3,09,7,,2,13
881,045,488,5,7,2,2,09,8,,1,13
882,045,104,4,7,2,4,09,6,,2,13
883,045,130,4,1,1,3,13,10,,1,13
884,045,107,3,7,2,5,15,7,,2,13
885,045,408,4,8,1,2,04,6,,2,13
886,045,105,4,5,2,2,09,8,,1,13
887,045,188,4,7,2,3,09,8,,2,13
888,045,102,4,5,2,1,09,7,,2,13
889,045,103,5,1,1,2,09,7,,1,13
890,045,205,5,8,1,3,09,8,,1,13
891,045,188,6,7,1,3,09,8,,1,13
892,045,110,4,1,1,2,09,6,,1,13
893,045,188,4,1,2,3,01,7,,1,13
894,045,105,5,1,2,2,09,7,,1,13
895,045,188,5,7,1,3,09,8,,2,13
896,045,105,3,8,2,4,09,5,,2,13
897,045,488,5,1,1,4,09,7,,2,13
898,045,788,5,7,1,4,09,8,,1,13
899,045,188,5,7,1,9,09,12,,1,13
900,045,103,5,7,2,3,09,8,,1,13
901,045,401,3,2,2,1,09,7,,1,13
902,045,115,3,7,2,5,09,7,,2,13
903,045,188,4,1,2,2,09,8,,1,13
904,045,102,4,8,2,5,09,7,,2,13
905,045,103,4,7,2,4,09,6,,2,13
906,045,188,4,1,1,3,09,7,,2,13
907,045,330,5,5,2,3,01,5,,2,13
908,045,105,4,1,1,1,09,7,,2,13
909,045,230,5,2,1,3,09,5,,1,13
910,045,110,5,1,1,4,09,6,,1,13
911,045,188,6,1,2,3,09,7,,1,13
912,045,388,6,7,1,1,09,7,,2,13
913,045,104,4,1,1,2,09,7,,1,13
914,045,130,6,1,2,3,09,6,,1,13
915,045,404,5,7,2,1,09,5,,2,13
916,045,188,5,7,2,3,09,7,,1,13
917,047,110,5,7,1,2,01,6,,2,13
918,047,110,4,1,1,4,01,6,,7,13
919,047,730,5,8,1,5,01,6,,1,13
920,047,106,6,5,2,2,01,7,,2,13
921,047,425,6,4,1,3,01,6,,2,13
922,047,188,5,7,2,2,01,8,,3,13
923,047,130,5,7,2,4,01,6,,1,13
924,047,388,4,2,1,4,01,7,,2,13
925,047,115,4,1,2,3,01,6,,2,13
926,047,888,5,1,1,3,01,7,,1,13
927,047,188,4,8,2,4,01,6,,1,13
928,047,107,3,3,2,4,01,6,,2,13
929,047,115,2,5,2,3,01,8,,2,13
930,047,410,6,1,2,3,01,7,,2,13
931,047,110,4,1,2,1,01,6,,1,13
932,047,188,6,7,1,3,01,8,,1,13
933,047,188,5,7,1,4,01,8,,2,13
934,047,105,6,1,2,1,01,7,,1,13
935,047,188,4,7,2,4,01,8,,1,13
936,047,315,6,1,1,2,01,5,,2,13
937,047,130,4,4,1,3,01,5,,2,13
938,047,108,4,8,2,5,01,7,,2,13
939,047,188,4,7,1,4,01,7,,2,13
940,047,104,5,8,1,5,01,7,,2,13
941,047,130,4,8,2,5,01,8,,1,13
942,047,277,5,8,2,4,01,9,,2,13
943,047,130,5,7,1,4,01,4,,3,13
944,047,102,5,1,2,2,01,8,,1,13
945,047,188,6,1,1,1,01,6,,1,13
946,047,210,5,1,2,3,01,6,,1,13
947,047,103,4,7,2,3,01,9,,2,13
948,047,430,3,1,1,4,01,4,,2,13
949,047,188,3,8,1,3,01,8,,2,13
950,047,130,9,5,2,5,01,7,,2,13
951,047,188,3,7,2,1,01,8,,1,13
952,047,188,6,1,2,2,01,8,,1,13
953,051,188,4,1,2,1,08,6,,1,13
954,051,188,6,7,1,3,16,10,,2,13
955,051,101,5,1,2,2,16,8,,2,13
956,051,104,6,7,1,4,16,7,,2,13
957,051,102,4,7,1,4,16,8,,1,13
958,051,405,5,5,2,1,16,6,,1,13
959,051,107,5,1,2,2,16,6,,2,13
960,051,103,5,2,2,2,16,5,,1,13
961,051,110,4,3,2,2,16,5,,2,13
962,051,188,6,7,2,2,16,8,,1,13
963,051,488,4,4,1,2,16,9,,1,13
964,051,188,4,7,2,5,16,5,,2,13
965,051,130,6,1,2,1,16,6,,2,13
966,051,110,5,1,2,3,16,7,,2,13
967,051,115,5,5,2,3,16,6,,2,13
968,051,188,4,8,2,3,16,10,,1,13
969,051,130,6,1,2,3,16,7,,2,13
970,051,105,6,1,2,3,16,6,,1,13
971,051,130,4,8,2,5,16,6,,2,13
972,051,110,6,1,2,2,16,7,,2,13
973,051,288,4,1,2,2,16,8,,2,13
974,051,188,5,1,2,3,16,8,,1,13
975,051,188,3,8,2,2,16,9,,2,13
976,051,110,4,1,1,3,16,8,,2,13
977,051,188,6,7,2,1,16,6,,1,13
978,051,188,3,7,2,3,16,77,,1,13
979,051,488,6,2,1,2,16,7,,1,13
980,051,105,4,1,1,5,16,8,,2,13
981,051,130,4,8,2,5,16,2,,3,13
982,051,103,6,1,2,3,16,8,,1,13
983,051,188,6,7,2,3,16,8,,1,13
984,051,188,6,7,2,2,16,8,,1,13
985,051,104,6,5,2,1,16,8,,1,13
986,051,188,5,4,2,2,16,6,,2,13
987,051,110,5,2,2,2,16,8,,1,13
988,051,305,6,2,1,2,16,6,,2,13
989,051,110,3,6,1,2,16,6,,2,13
990,051,115,5,4,2,4,16,6,,2,13
991,051,188,6,1,1,1,16,7,,1,13
992,051,110,6,2,2,1,16,6,,1,13
993,051,205,6,1,1,2,16,7,,1,13
994,051,188,4,7,2,3,16,7,,1,13
995,051,130,6,7,2,5,16,3,,3,13
996,051,302,6,1,1,2,16,7,,1,13
997,051,188,4,7,2,4,16,6,,1,13
998,051,110,6,1,2,2,16,7,,1,13
999,051,188,5,7,2,2,16,7,,1,13
1000,051,102,4,8,2,3,16,16,,1,13
1001,051,188,6,7,1,4,16,12,,1,13
1002,051,103,4,1,1,1,16,7,,1,13
1003,051,104,5,6,1,2,16,8,,2,13
1004,051,188,6,2,1,2,16,6,,2,13
1005,051,103,4,3,2,3,16,8,,2,13
1006,051,102,5,6,2,1,16,8,,2,13
1007,051,105,6,2,1,2,16,8,,1,13
1008,051,188,6,3,2,2,16,9,,3,13
1009,051,488,5,2,1,3,16,8,,2,13
1010,051,188,6,7,2,4,16,8,,2,13
1011,051,103,6,5,2,1,16,7,,1,13
1012,051,288,4,1,1,2,16,7,,1,13
1013,051,105,4,1,1,2,16,7,,1,13
1014,051,202,6,1,2,3,16,7,,2,13
1015,051,102,4,1,2,3,16,8,,1,13
1016,051,104,6,1,2,2,16,6,,2,13
1017,051,105,6,7,2,2,16,8,,1,13
1018,051,125,4,7,2,4,16,8,,2,13
1019,051,104,4,9,1,3,16,8,,2,13
1020,051,188,6,1,2,1,17,8,,1,13
1021,051,188,6,1,2,1,16,9,,1,13
1022,051,130,6,7,2,4,16,4,,2,13
1023,051,288,6,7,1,3,16,10,,1,13
1024,051,110,4,7,2,3,16,7,,2,13
1025,051,188,5,1,1,1,16,7,,1,13
1026,051,188,4,5,2,1,16,8,,1,13
1027,051,110,6,1,2,2,16,8,,2,13
1028,051,130,4,1,1,2,16,5,,1,13
1029,051,406,4,1,2,1,16,10,,7,13
1030,051,103,6,7,2,2,16,8,,1,13
1031,051,103,4,1,1,3,16,8,,2,13
1032,051,277,9,5,2,1,16,12,,1,13
1033,051,188,4,7,2,3,16,6,,2,13
1034,051,188,6,1,2,3,16,8,,2,13
1035,051,188,6,1,2,1,16,8,,1,13
1036,051,188,6,1,2,2,16,8,,1,13
1037,051,702,5,7,2,5,16,8,,1,13
1038,051,188,4,7,1,2,16,6,,1,13
1039,051,188,4,7,2,3,16,8,,1,13
1040,051,188,4,7,2,5,16,10,,2,13
1041,051,188,6,7,1,2,16,9,,1,13
1042,051,102,6,7,1,5,16,7,,2,13
1043,051,188,6,7,2,3,16,6,,2,13
1044,051,101,4,7,2,2,16,6,,1,13
1045,051,120,5,7,2,3,16,6,,1,13
1046,051,115,4,3,1,4,16,6,,2,13
1047,051,188,4,7,2,3,16,77,,1,13
1048,051,188,5,2,2,1,16,8,,1,13
1049,051,212,5,1,1,2,16,6,,2,13
1050,051,130,3,1,1,3,16,7,,2,13
1051,051,103,4,5,2,3,16,7,,2,13
1052,051,120,6,1,2,1,16,7,,2,13
1053,051,220,6,2,2,3,16,5,,2,13
1054,051,103,6,5,2,1,16,8,,1,13
1055,051,188,6,7,1,5,16,8,,3,13
1056,051,104,6,1,1,1,16,7,,2,13
1057,051,102,6,1,1,1,16,8,,2,13
1058,051,102,6,5,2,1,16,7,,1,13
1059,051,188,4,7,2,1,16,6,,1,13
1060,051,188,6,7,2,5,16,8,,2,13
1061,051,115,5,1,1,2,16,6,,2,13
1062,051,104,6,1,2,2,16,7,,2,13
1063,051,330,6,5,2,3,16,6,,2,13
1064,051,125,4,1,2,3,16,6,,2,13
1065,051,188,4,7,2,3,16,10,,2,13
1066,051,188,4,1,1,3,16,8,,2,13
1067,051,203,9,3,2,3,16,9,,1,13
1068,051,177,6,4,2,2,16,7,,2,13
1069,051,188,6,7,1,4,16,6,,2,13
1070,051,120,5,1,1,3,16,6,,2,13
1071,051,103,6,1,2,2,16,5,,1,13
1072,051,188,5,1,1,2,16,7,,1,13
1073,055,230,6,1,2,3,01,4,,2,13
1074,055,112,4,1,2,2,01,6,,3,13
1075,055,103,5,7,1,2,01,7,,1,13
1076,055,130,3,8,2,5,01,8,,2,13
1077,055,188,4,7,1,5,16,8,,2,13
1078,055,188,5,1,2,3,01,1,,1,13
1079,055,102,5,7,2,5,01,8,,1,13
1080,055,102,2,1,2,3,01,6,,1,13
1081,055,115,4,3,2,2,01,12,,1,13
1082,055,188,4,1,1,3,01,7,,1,13
1083,055,205,6,1,2,2,01,7,,1,13
1084,055,130,5,8,2,5,01,2,,2,13
1085,057,101,6,7,2,1,02,7,,1,13
1086,057,212,5,1,1,3,02,6,,2,13
1087,057,101,4,2,2,2,02,8,,1,13
1088,057,430,5,1,2,4,02,4,,3,13
1089,057,208,4,1,2,3,02,6,,2,13
1090,057,130,6,1,2,1,02,4,,1,13
1091,057,188,4,1,2,2,02,7,,1,13
1092,057,188,6,1,2,1,02,5,,1,13
1093,057,415,3,2,1,3,02,7,,3,13
1094,057,107,6,1,2,3,02,8,,1,13
1095,057,128,5,7,2,3,02,6,,2,13
1096,057,120,6,1,2,1,02,7,,1,13
1097,057,130,4,4,2,3,02,2,,2,13
1098,057,188,6,1,1,2,02,7,,1,13
1099,057,388,5,1,2,3,02,8,,2,13
1100,057,188,4,1,1,1,02,8,,1,13
1101,057,288,6,7,1,5,02,7,,1,13
1102,057,188,4,7,1,4,02,8,,1,13
1103,057,120,6,1,2,1,02,6,,1,13
1104,057,103,5,1,1,2,02,7,,1,13
1105,057,106,6,5,2,1,02,7,,1,13
1106,057,101,5,7,2,2,02,7,,1,13
1107,057,102,3,1,2,3,02,6,,2,13
1108,057,430,6,5,2,3,02,6,,2,13
1109,057,220,4,1,1,1,02,6,,1,13
1110,057,210,4,1,2,1,02,7,,1,13
1111,057,288,4,1,1,4,02,8,,1,13
1112,057,188,4,7,2,1,02,7,,1,13
1113,057,105,4,1,2,4,02,6,,2,13
1114,057,207,6,1,1,1,02,7,,1,13
1115,057,103,6,1,2,1,02,7,,1,13
1116,057,488,5,1,2,2,03,7,,1,13
1117,057,102,6,7,2,3,03,7,,1,13
1118,057,120,6,7,2,3,04,5,,1,13
1119,057,188,6,1,1,1,05,6,,1,13
1120,057,203,5,1,2,1,02,7,,1,13
1121,057,104,6,7,1,1,02,7,,1,13
1122,057,188,5,1,2,3,02,7,,1,13
1123,057,103,4,1,2,1,02,7,,1,13
1124,057,105,6,1,1,2,02,7,,1,13
1125,057,105,5,1,1,1,02,7,,1,13
1126,057,101,4,1,1,3,02,7,,2,13
1127,057,103,4,1,2,2,02,7,,1,13
1128,057,105,5,1,2,1,02,6,,1,13
1129,057,101,3,7,1,3,02,10,,2,13
1130,057,115,5,7,2,2,02,7,,1,13
1131,057,115,6,1,1,3,02,6,,1,13
1132,057,188,6,7,1,1,02,8,,1,13
1133,057,102,5,7,1,3,02,8,,1,13
1134,057,188,4,1,1,2,02,6,,2,13
1135,057,105,6,1,2,2,02,8,,2,13
1136,057,405,5,1,2,1,02,9,,2,13
1137,057,115,4,8,2,4,02,5,,2,13
1138,057,115,6,1,1,2,02,7,,1,13
1139,057,188,4,7,1,1,02,6,,1,13
1140,057,188,6,1,1,3,02,7,,2,13
1141,057,130,3,1,1,2,02,7,,1,13
1142,057,388,4,7,2,2,02,7,,1,13
1143,057,104,4,1,1,3,02,6,,2,13
1144,057,188,3,7,2,4,02,7,,2,13
1145,057,115,4,1,2,3,02,5,,2,13
1146,057,188,5,4,1,3,02,7,,1,13
1147,057,105,6,1,1,3,02,7,,2,13
1148,057,206,6,1,1,3,02,6,,1,13
1149,057,104,5,5,2,3,02,7,,2,13
1150,057,103,5,7,1,3,02,8,,1,13
1151,057,110,5,1,1,1,02,7,,1,13
1152,057,103,6,7,2,1,02,8,,1,13
1153,057,188,4,7,2,4,02,8,,2,13
1154,057,202,6,5,2,2,02,7,,2,13
1155,057,105,5,1,2,1,02,7,,1,13
1156,057,188,6,1,2,1,02,7,,1,13
1157,057,105,6,5,2,1,02,7,,1,13
1158,057,129,5,2,2,2,02,5,,1,13
1159,057,188,6,7,2,1,03,7,,1,13
1160,057,188,4,5,2,2,03,7,,1,13
1161,057,115,3,5,2,1,04,8,,1,13
1162,057,220,4,7,2,2,05,6,,2,13
1163,057,101,6,1,2,2,05,9,,1,13
1164,057,108,6,7,1,3,02,6,,2,13
1165,057,188,6,2,2,1,02,8,,1,13
1166,057,115,6,1,2,4,02,7,,2,13
1167,057,188,6,1,1,1,02,9,,1,13
1168,057,103,4,5,2,4,02,77,,1,13
1169,057,210,5,1,2,1,02,7,,1,13
1170,057,105,4,7,2,1,02,5,,1,13
1171,057,188,4,1,2,2,02,7,,1,13
1172,057,203,4,7,2,3,02,8,,1,13
1173,057,188,6,1,1,2,02,7,,1,13
1174,057,130,3,7,1,3,02,6,,1,13
1175,057,102,5,3,2,1,02,8,,2,13
1176,057,125,3,7,2,1,02,6,,1,13
1177,057,188,3,7,2,3,02,9,,2,13
1178,057,188,6,1,2,1,02,6,,1,13
1179,057,220,5,5,2,1,02,7,,1,13
1180,057,188,4,7,1,3,02,7,,2,13
1181,057,188,3,8,2,5,02,7,,3,13
1182,057,101,5,7,2,1,02,8,,1,13
1183,057,230,4,7,1,1,02,5,,2,13
1184,057,188,4,7,2,3,03,8,,1,13
1185,057,103,6,1,1,2,04,6,,2,13
1186,057,305,5,2,1,2,04,8,,1,13
1187,057,177,6,7,2,1,04,8,,1,13
1188,057,215,4,1,2,2,02,6,,1,13
1189,057,102,6,7,2,3,02,7,,1,13
1190,057,188,6,7,2,4,02,10,,1,13
1191,057,215,3,1,2,3,02,6,,1,13
1192,057,130,6,1,1,1,02,6,,2,13
1193,057,188,5,4,1,3,02,7,,1,13
1194,057,288,6,1,2,1,02,6,,1,13
1195,057,108,6,1,2,3,02,7,,3,13
1196,057,188,4,7,2,3,02,8,,1,13
1197,057,130,6,7,2,5,02,6,,2,13
1198,057,102,5,1,1,1,02,8,,2,13
1199,057,188,6,7,2,3,02,7,,1,13
1200,057,102,6,7,2,3,02,8,,1,13
1201,057,103,5,7,2,2,02,8,,1,13
1202,057,777,4,7,1,3,02,8,,2,13
1203,057,188,4,7,1,2,02,9,,1,13
1204,057,188,6,1,1,3,02,9,,1,13
1205,057,188,6,1,2,3,02,6,,2,13
1206,057,405,6,7,1,4,02,6,,3,13
1207,057,188,6,7,2,2,02,8,,2,13
1208,057,103,6,1,2,2,02,6,,2,13
1209,057,320,6,1,1,3,02,7,,2,13
1210,057,115,6,2,2,1,02,6,,1,13
1211,057,103,6,1,2,2,02,7,,2,13
1212,057,420,6,1,2,2,04,5,,2,13
1213,057,188,4,1,1,2,04,7,,2,13
